Response_ID,Area,Nivel_educ_en_3,Q2,Q3,Q4,Q5,Q6,Q6_O,Q10,Q12,Q13,Q14,Q15,Q17,Q18,Q18_O,Q19R1,Q19R2,Q19R3,Q20,Q20_O,Q21,Q22,Q23,Q23D,Q24,Q24_O,Q25,Q26,Q27,Q27_O,Q28,Q29,Q30,Q31R1,Q31R2,Q31R3,Q31R4,Q31R5,Q31R6,Q31R7,Q32,Q33,Q34,Q35,Q36,Q37,Q38R1,Q38R2,Q38R3,Q38R4,Q39R1,Q39R2,Q39R3,Q39R4,Q41R1,Q41R2,Q41R3,Q41R4,Q41R5,Q41R6,Q41R7,Q42,Q42_O,Q43,Q44R1,Q44R2,Q44R3,Q45,Q46,Q47,Q48,Q48_O,Q49,Q49_O,Q50,Q51,Q52,Q54,Q55,Q56A1,Q56A2,Q56A3,Q56A4,Q56A5,Q56_O,Q57,Q58,Q59,Q61,Q62,Q63,Q64,Q65,Q65_O,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q76,Q77R1,Q77R2,Q77R3,Q78R1,Q78R2,Q78R3,Q78R4,Q80
147900683,1,2,41,2,1,10,-1,-1,5,1,-1,1,1,1,2,-1,1,2,1,1,-1,ERA DEL BPS. Entiende que no se puede hacer presencial,1,2,-1,2,-1,1,2,1,-1,2,1,1,2,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,-1,-1,-1,-1,2,2,2,2,2,2,2,-1,-1,2,2,2,2,2,2,2,1,-1,-1,-1,1,3,1,1,1,1,1,-1,-1,-1,-1,1,3,3,1,1,1,2,1,-1,1,2,2,1,1,2,2,5,2,-1,-1,-1,-1,-1,-1,-1,1
148632611,1,1,28,2,2,10,-1,-1,2,1,-1,1,2,2,4,-1,1,2,2,1,-1,en realidad no confía mucho en internet,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,2,2,2,2,2,2,3,-1,2,-1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,2,2,2,2,2,2,3,-1,-1,-1,-1,-1,-1,4,2,2,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,-1,-1,-1,-1,-1,-1,2,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1
147558562,1,2,47,3,2,10,-1,-1,5,1,-1,1,2,1,2,-1,1,2,2,1,-1,en el momento le quedaba cómodo hacerlo personalmente,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,2,2,2,2,2,2,2,-1,2,-1,2,-1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,-1,-1,2,1,1,2,1,1,3,-1,-1,-1,-1,-1,-1,3,1,2,-1,1,-1,-1,-1,-1,3,1,2,1,2,2,-1,-1,-1,-1,-1,2,1,2,1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,1
148254193,1,1,11,1,2,10,-1,-1,3,1,-1,1,2,1,2,-1,1,1,1,1,-1,en el juzgado de familia y era presencial,2,2,-1,2,-1,3,2,2,-1,2,1,1,1,1,1,1,1,1,2,2,-1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,2,2,2,2,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,3,3,3,2,-1,-1,-1,-1,-1,-1,2,1,1,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1
147623737,3,2,52,3,1,9,2,Piriápolis,6,1,-1,1,1,1,2,-1,1,1,2,1,-1,el trámite era presencial,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,1,1,1,1,1,-1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,-1,-1,1,2,1,1,1,1,2,1,-1,-1,-1,1,1,3,1,1,1,-1,-1,-1,-1,-1,-1,3,3,1,2,2,-1,-1,-1,-1,-1,2,1,1,1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,1
148504431,1,1,48,3,1,10,-1,-1,2,1,-1,1,2,1,2,-1,1,1,1,1,-1,EL TRAMITE CONTINUA SIENDO PRESENCIAL,2,1,-1,2,-1,2,1,4,-1,2,2,-1,2,2,2,2,2,1,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,2,2,2,2,1,2,2,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,3,3,3,2,-1,-1,-1,-1,-1,-1,5,1,3,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1
147683919,2,2,36,2,1,18,1,-1,4,1,-1,1,1,1,2,-1,1,1,1,1,-1,EL MUNICIPIO DE TACUAREMBO NO TIENE ACTUALIZADA LA WEB,2,9,[Otro]BSE,2,-1,1,2,1,-1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,2,-1,1,2,2,1,1,2,1,2,1,2,1,2,2,2,1,4,SE LE BLOQUEO LA P.C POR CAMBIO DE CONTRSEÑA,1,2,2,1,1,1,3,2,-1,2,-1,1,3,1,1,1,1,-1,-1,-1,-1,-1,-1,3,3,1,1,2,-1,-1,-1,-1,-1,2,1,1,1,-1,3,1,1,1,1,2,3,3,3,1
148073505,1,1,22,2,2,10,-1,-1,3,1,-1,1,2,1,2,-1,1,1,1,1,-1,DESCONOCIA QUE LO PODIA HACER,2,1,-1,2,-1,1,1,2,-1,2,1,1,2,2,1,1,2,2,1,2,-1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,,1,2,2,2,1,1,1,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1,-1,2,3,2,1,-1,-1,-1,-1,-1,-1,2,2,1,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1
148196680,1,2,27,2,2,10,-1,-1,5,1,-1,1,1,1,2,-1,1,2,1,1,-1,"Cedula hurtada, tenía urgencia por recibir el documento en el día",1,8,[Ministerio]Interior,2,-1,2,1,2,-1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,-1,-1,1,2,2,2,1,1,1,1,-1,-1,-1,1,6,3,1,1,1,1,-1,-1,-1,-1,2,3,3,1,2,2,-1,-1,-1,-1,-1,2,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1
148629203,1,1,38,2,1,10,-1,-1,3,1,-1,1,2,1,2,-1,1,1,1,1,-1,agendó por internet pero era presencial,2,2,-1,3,-1,2,1,2,-1,2,1,1,2,2,2,2,1,2,2,1,2,1,1,1,1,1,2,1,2,3,2,2,2,2,2,2,2,2,2,2,-1,-1,2,2,2,1,2,1,2,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,-1,1,-1,-1,-1,3,3,1,1,2,-1,-1,-1,-1,-1,2,1,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,1
147314657,2,1,59,3,2,15,1,-1,1,2,2,-1,-1,1,3,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2,-1,2,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,-1,-1,-1,5,3,1,2,2,5,2,-1,-1,-1,-1,-1,-1,-1,1
147850959,2,1,50,3,1,3,1,-1,2,2,2,-1,-1,1,4,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2,-1,2,-1,1,2,2,2,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,-1,-1,-1,5,3,1,2,2,5,2,-1,-1,-1,-1,-1,-1,-1,1
147863166,3,1,52,3,1,9,1,-1,3,2,2,-1,-1,1,1,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,2,-1,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,-1,-1,-1,5,3,2,2,2,5,2,-1,-1,-1,-1,-1,-1,-1,1
147966522,3,1,39,2,1,4,2,VALDENCE,2,2,2,-1,-1,2,1,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,2,-1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,2,2,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,1
147977275,1,1,54,3,1,10,-1,-1,2,2,2,-1,-1,1,3,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2,-1,2,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,5,2,1,2,2,3,2,-1,-1,-1,-1,-1,-1,-1,1
148011422,1,1,46,3,2,10,-1,-1,2,2,2,-1,-1,1,1,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,2,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,1,1,1,2,1,2,1,1,2,1,-1,-1,-1,-1,1
148028509,1,2,50,3,2,10,-1,-1,4,2,2,-1,-1,3,1,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,2,-1,2,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,-1,-1,-1,2,3,1,2,2,3,2,-1,-1,-1,-1,-1,-1,-1,1
148289384,1,2,57,3,2,10,-1,-1,4,2,2,-1,-1,2,1,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,2,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,1,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1
148298547,1,1,16,2,1,10,-1,-1,1,2,2,-1,-1,3,3,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2,-1,2,-1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,-1,-1,-1,5,3,1,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,2
148336759,1,2,60,3,2,10,-1,-1,4,2,2,-1,-1,1,3,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,1,-1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,1,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1
148341875,1,2,62,3,1,10,-1,-1,5,2,2,-1,-1,1,3,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,2,-1,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,-1,-1,-1,1,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1
148408663,1,1,40,2,1,10,-1,-1,3,2,2,-1,-1,1,1,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2,-1,2,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,-1,-1,-1,5,2,3,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,2
148423806,1,1,66,3,1,10,-1,-1,2,2,2,-1,-1,3,4,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,2,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,-1,-1,-1,1,3,3,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,2
148454604,1,1,64,3,2,10,-1,-1,1,2,2,-1,-1,1,4,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,2,-1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,-1,-1,-1,5,2,1,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,1
148504528,1,1,44,3,2,10,-1,-1,3,2,2,-1,-1,2,4,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2,-1,2,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,2,2,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,1
148514589,1,1,56,3,2,10,-1,-1,2,2,2,-1,-1,2,4,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,2,-1,1,2,2,1,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,5,3,1,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1
148519489,1,1,57,3,2,10,-1,-1,3,2,2,-1,-1,2,1,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,1,-1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,5,3,1,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,2
148566502,1,1,69,3,2,10,-1,-1,1,2,2,-1,-1,1,3,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2,-1,2,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,5,1,1,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,1
148567869,1,1,72,3,1,10,-1,-1,1,2,2,-1,-1,1,4,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,2,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,1,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1
148575866,1,1,70,3,2,10,-1,-1,2,2,2,-1,-1,1,3,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,-1,1,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,2,2,3,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,2
148607558,1,1,51,3,2,10,-1,-1,3,2,2,-1,-1,1,1,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2,-1,1,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,2,3,1,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,1
148608978,1,1,47,3,2,10,-1,-1,1,2,2,-1,-1,2,3,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,2,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,5,2,3,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1
148609877,1,1,67,3,1,10,-1,-1,2,2,2,-1,-1,1,1,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,2,-1,-1,-1,-1,-1,2,1,1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
148624661,1,1,64,3,2,10,-1,-1,2,2,2,-1,-1,2,3,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,2,-1,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,5,2,1,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,1
148626294,1,1,47,3,1,10,-1,-1,2,2,2,-1,-1,1,3,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,2,-1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,2,2,1,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1
148627866,1,1,54,3,1,10,-1,-1,1,3,3,-1,-1,1,1,-1,2,1,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,3,-1,1,-1,1,2,2,2,3,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,2,-1,-1,-1,-1,-1,5,2,1,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1
148664042,1,1,45,3,1,10,-1,-1,2,2,2,-1,-1,2,1,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,2,-1,1,2,2,2,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,4,2,3,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,1
148667465,1,1,49,3,1,10,-1,-1,2,2,2,-1,-1,2,1,-1,2,1,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2,-1,2,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,5,1,3,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,1
148668855,1,1,67,3,2,10,-1,-1,2,2,2,-1,-1,2,3,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,2,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,4,3,1,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,2
148678923,1,1,71,3,2,10,-1,-1,2,2,2,-1,-1,1,3,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,3,-1,3,-1,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,1,3,1,3,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,2
148684970,1,1,63,3,1,10,-1,-1,2,2,2,-1,-1,1,1,-1,2,2,2,-1,-1,-1,#NULL!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,2,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,2,2,1,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,2
147309560,1,3,58,3,1,10,-1,-1,8,1,-1,1,1,1,2,-1,2,1,1,-1,-1,-1,#NULL!,9,[Otro]Caja Profesional,2,-1,2,1,1,-1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,2,1,2,-1,-1,-1,-1,2,2,2,2,2,2,2,-1,-1,1,2,1,2,2,2,3,1,-1,-1,-1,1,6,3,2,1,-1,1,-1,-1,-1,-1,1,3,3,1,1,2,-1,-1,-1,-1,-1,2,2,1,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,1
147320525,1,3,16,2,2,10,-1,-1,8,1,-1,1,1,1,2,-1,2,2,1,-1,-1,-1,#NULL!,2,-1,2,-1,2,1,1,-1,2,3,-1,1,2,2,2,2,1,1,1,1,2,-1,2,-1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,-1,-1,1,2,2,2,2,1,2,2,-1,1,-1,1,4,3,1,1,-1,1,-1,-1,-1,-1,1,3,3,3,2,-1,-1,-1,-1,-1,-1,5,3,1,1,-1,2,1,1,2,2,-1,-1,-1,-1,1
147322015,1,2,33,2,2,10,-1,-1,6,1,-1,1,1,1,3,-1,2,1,1,-1,-1,-1,#NULL!,8,[Ministerio]cédula de identidad,2,-1,2,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,1,1,2,2,2,1,2,1,-1,-1,-1,1,1,2,1,2,-1,1,-1,-1,-1,-1,1,3,3,1,1,2,-1,-1,-1,-1,-1,2,2,1,1,-1,2,1,1,2,2,-1,-1,-1,-1,2
